year,word,frequency
1713,horse,114.036
1713,lobster,0.655
1713,penguin,0.097
1713,shrimp,0.265
1713,tuna,0.361
1713,zebra,0.007
1714,cat,15.489
1714,dog,35.666
1714,goat,14.596
1714,horse,111.678
1714,lobster,0.656
1714,penguin,0.075
1714,shrimp,0.237
1714,tuna,0.295
1714,zebra,0.007
1715,cat,15.196
1715,dog,36.613
1715,goat,15.072
1715,horse,115.083
1715,lobster,0.728
1715,penguin,0.071
1715,shrimp,0.213
1715,tuna,0.232
1715,zebra,0.009
1716,cat,15.557
1716,dog,38.407
1716,goat,15.919
1716,horse,121.875
1716,lobster,0.832
1716,penguin,0.094
1716,shrimp,0.192
1716,tuna,0.193
1716,zebra,0.012
1717,cat,16.762
1717,dog,40.72
1717,goat,17.432
1717,horse,128.155
1717,lobster,0.966
1717,penguin,0.139
1717,shrimp,0.187
1717,tuna,0.181
1717,zebra,0.014
1718,cat,18.454
1718,dog,43.031
1718,goat,19.268
1718,horse,131.315
1718,lobster,1.133
1718,penguin,0.188
1718,shrimp,0.202
1718,tuna,0.185
1718,zebra,0.013
1719,cat,19.807
1719,dog,44.907
1719,goat,20.402
1719,horse,131.856
1719,lobster,1.315
1719,penguin,0.214
1719,shrimp,0.237
1719,tuna,0.192
1719,zebra,0.012
1720,cat,20.088
1720,dog,46.068
1720,goat,20.039
1720,horse,131.576
1720,lobster,1.462
1720,penguin,0.204
1720,shrimp,0.276
1720,tuna,0.194
1720,zebra,0.012
1721,cat,19.153
1721,dog,46.322
1721,goat,18.398
1721,horse,131.434
1721,lobster,1.522
1721,penguin,0.163
1721,shrimp,0.303
1721,tuna,0.187
1721,zebra,0.015
1722,cat,17.471
1722,dog,45.472
1722,goat,16.369
1722,horse,131.988
1722,lobster,1.474
1722,penguin,0.117
1722,shrimp,0.32
1722,tuna,0.175
1722,zebra,0.021
1723,cat,15.737
1723,dog,43.539
1723,goat,14.689
1723,horse,133.666
1723,lobster,1.345
1723,penguin,0.09
1723,shrimp,0.346
1723,tuna,0.165
1723,zebra,0.026
1724,cat,14.48
1724,dog,40.877
1724,goat,13.62
1724,horse,136.438
1724,lobster,1.186
1724,penguin,0.09
1724,shrimp,0.387
1724,tuna,0.164
1724,zebra,0.027
1725,cat,13.834
1725,dog,38.075
1725,goat,13.124
1725,horse,139.478
1725,lobster,1.034
1725,penguin,0.104
1725,shrimp,0.418
1725,tuna,0.176
1725,zebra,0.025
1726,cat,13.606
1726,dog,35.637
1726,goat,13.006
1726,horse,140.242
1726,lobster,0.905
1726,penguin,0.114
1726,shrimp,0.407
1726,tuna,0.198
1726,zebra,0.018
1727,cat,13.579
1727,dog,33.904
1727,goat,13.059
1727,horse,137.303
1727,lobster,0.808
1727,penguin,0.112
1727,shrimp,0.354
1727,tuna,0.224
1727,zebra,0.011
1728,cat,13.612
1728,dog,33.132
1728,goat,12.989
1728,horse,132.095
1728,lobster,0.766
1728,penguin,0.108
1728,shrimp,0.303
1728,tuna,0.245
1728,zebra,0.006
1729,cat,13.771
1729,dog,33.714
1729,goat,12.741
1729,horse,127.999
1729,lobster,0.801
1729,penguin,0.108
1729,shrimp,0.298
1729,tuna,0.252
1729,zebra,0.004
1730,cat,14.069
1730,dog,35.697
1730,goat,12.507
1730,horse,126.987
1730,lobster,0.903
1730,penguin,0.115
1730,shrimp,0.354
1730,tuna,0.246
1730,zebra,0.004
1731,cat,14.485
1731,dog,38.708
1731,goat,12.502
1731,horse,129.118
1731,lobster,1.02
1731,penguin,0.119
1731,shrimp,0.443
1731,tuna,0.231
1731,zebra,0.007
1732,cat,14.927
1732,dog,41.734
1732,goat,12.66
1732,horse,133.554
1732,lobster,1.089
1732,penguin,0.111
1732,shrimp,0.517
1732,tuna,0.216
1732,zebra,0.01
1733,cat,15.321
1733,dog,43.691
1733,goat,12.683
1733,horse,139.959
1733,lobster,1.09
1733,penguin,0.09
1733,shrimp,0.541
1733,tuna,0.206
1733,zebra,0.012
1734,cat,15.644
1734,dog,44.056
1734,goat,12.381
1734,horse,147.308
1734,lobster,1.059
1734,penguin,0.062
1734,shrimp,0.516
1734,tuna,0.205
1734,zebra,0.011
1735,cat,15.875
1735,dog,43.053
1735,goat,11.922
1735,horse,152.926
1735,lobster,1.056
1735,penguin,0.037
1735,shrimp,0.475
1735,tuna,0.215
1735,zebra,0.01
1736,cat,15.927
1736,dog,41.42
1736,goat,11.597
1736,horse,154.452
1736,lobster,1.106
1736,penguin,0.022
1736,shrimp,0.45
1736,tuna,0.234
1736,zebra,0.011
1737,cat,15.664
1737,dog,39.848
1737,goat,11.496
1737,horse,151.552
1737,lobster,1.171
1737,penguin,0.017
1737,shrimp,0.447
1737,tuna,0.261
1737,zebra,0.013
1738,cat,15.028
1738,dog,38.493
1738,goat,11.448
1738,horse,145.179
1738,lobster,1.191
1738,penguin,0.02
1738,shrimp,0.442
1738,tuna,0.286
1738,zebra,0.015
1739,cat,14.164
1739,dog,37.284
1739,goat,11.318
1739,horse,136.896
1739,lobster,1.135
1739,penguin,0.03
1739,shrimp,0.418
1739,tuna,0.296
1739,zebra,0.017
1740,cat,13.42
1740,dog,36.334
1740,goat,11.194
1740,horse,128.81
1740,lobster,1.032
1740,penguin,0.05
1740,shrimp,0.395
1740,tuna,0.286
1740,zebra,0.018
1741,cat,13.218
1741,dog,36.572
1741,goat,11.388
1741,horse,124.406
1741,lobster,0.934
1741,penguin,0.089
1741,shrimp,0.411
1741,tuna,0.263
1741,zebra,0.022
1742,cat,13.751
1742,dog,38.749
1742,goat,12.156
1742,horse,126.26
1742,lobster,0.883
1742,penguin,0.152
1742,shrimp,0.492
1742,tuna,0.241
1742,zebra,0.032
1743,cat,14.925
1743,dog,42.622
1743,goat,13.475
1743,horse,134.095
1743,lobster,0.884
1743,penguin,0.232
1743,shrimp,0.61
1743,tuna,0.229
1743,zebra,0.051
1744,cat,16.301
1744,dog,46.301
1744,goat,14.923
1744,horse,143.796
1744,lobster,0.91
1744,penguin,0.309
1744,shrimp,0.706
1744,tuna,0.224
1744,zebra,0.073
1745,cat,17.42
1745,dog,48.075
1745,goat,16.007
1745,horse,150.197
1745,lobster,0.933
1745,penguin,0.354
1745,shrimp,0.737
1745,tuna,0.22
1745,zebra,0.084
1746,cat,18.013
1746,dinosaur,0.0
1746,dog,47.825
1746,goat,16.398
1746,horse,150.599
1746,lobster,0.949
1746,penguin,0.356
1746,shrimp,0.699
1746,tuna,0.214
1746,zebra,0.077
1747,cat,18.057
1747,dinosaur,0.0
1747,dog,46.915
1747,goat,16.066
1747,horse,146.561
1747,lobster,0.979
1747,penguin,0.328
1747,shrimp,0.624
1747,tuna,0.209
1747,zebra,0.055
1748,cat,17.672
1748,dinosaur,0.0
1748,dog,46.467
1748,goat,15.109
1748,horse,142.034
1748,lobster,1.043
1748,penguin,0.298
1748,shrimp,0.542
1748,tuna,0.209
1748,zebra,0.032
1749,cat,17.014
1749,dinosaur,0.001
1749,dog,46.234
1749,goat,13.693
1749,horse,139.776
1749,lobster,1.12
1749,penguin,0.28
1749,shrimp,0.469
1749,tuna,0.213
1749,zebra,0.016
1750,cat,16.239
1750,dinosaur,0.003
1750,dog,45.372
1750,goat,12.084
1750,horse,139.985
1750,lobster,1.153
1750,penguin,0.266
1750,shrimp,0.408
1750,tuna,0.217
1750,zebra,0.011
1751,cat,15.564
1751,dinosaur,0.006
1751,dog,43.699
1751,goat,10.737
1751,horse,141.76
1751,lobster,1.109
1751,penguin,0.241
1751,shrimp,0.358
1751,tuna,0.217
1751,zebra,0.018
1752,cat,15.296
1752,dinosaur,0.008
1752,dog,41.848
1752,goat,10.058
1752,horse,145.32
1752,lobster,1.02
1752,penguin,0.205
1752,shrimp,0.326
1752,tuna,0.215
1752,zebra,0.035
1753,cat,15.636
1753,dinosaur,0.009
1753,dog,40.537
1753,goat,10.166
1753,horse,151.245
1753,lobster,0.947
1753,penguin,0.174
1753,shrimp,0.313
1753,tuna,0.219
1753,zebra,0.061
1754,cat,16.413
1754,dinosaur,0.008
1754,dog,39.818
1754,goat,10.822
1754,horse,158.602
1754,lobster,0.934
1754,penguin,0.166
1754,shrimp,0.313
1754,tuna,0.236
1754,zebra,0.088
1755,cat,17.069
1755,dinosaur,0.006
1755,dog,39.301
1755,goat,11.57
1755,horse,165.849
1755,lobster,0.972
1755,penguin,0.19
1755,shrimp,0.319
1755,tuna,0.261
1755,zebra,0.107
1756,cat,17.028
1756,dinosaur,0.003
1756,dog,38.564
1756,goat,12.151
1756,horse,172.376
1756,lobster,1.029
1756,penguin,0.252
1756,shrimp,0.33
1756,tuna,0.284
1756,zebra,0.118
1757,cat,16.204
1757,dinosaur,0.001
1757,dog,37.7
1757,goat,12.635
1757,horse,178.736
1757,lobster,1.076
1757,penguin,0.345
1757,shrimp,0.345
1757,tuna,0.301
1757,zebra,0.125
1758,cat,14.994
1758,dinosaur,0.0
1758,dog,37.117
1758,goat,13.165
1758,horse,185.063
1758,lobster,1.1
1758,penguin,0.444
1758,shrimp,0.354
1758,tuna,0.313
1758,zebra,0.131
1759,cat,13.86
1759,dinosaur,0.0
1759,dog,37.029
1759,goat,13.603
1759,horse,189.417
1759,lobster,1.094
1759,penguin,0.507
1759,shrimp,0.343
1759,tuna,0.317
1759,zebra,0.133
1760,cat,12.961
1760,dinosaur,0.001
1760,dog,37.015
1760,goat,13.575
1760,horse,189.334
1760,lobster,1.071
1760,penguin,0.505
1760,shrimp,0.304
1760,tuna,0.308
1760,zebra,0.129
1761,cat,12.376
1761,dinosaur,0.001
1761,dog,36.529
1761,goat,12.958
1761,horse,184.105
1761,lobster,1.061
1761,penguin,0.442
1761,shrimp,0.251
1761,tuna,0.29
1761,zebra,0.12
1762,cat,12.362
1762,dinosaur,0.002
1762,dog,35.609
1762,goat,12.079
1762,horse,175.13
1762,lobster,1.101
1762,penguin,0.353
1762,shrimp,0.211
1762,tuna,0.269
1762,zebra,0.11
1763,cat,13.162
1763,dinosaur,0.003
1763,dog,34.884
1763,goat,11.436
1763,horse,164.792
1763,lobster,1.202
1763,penguin,0.275
1763,shrimp,0.203
1763,tuna,0.249
1763,zebra,0.101
1764,cat,14.721
1764,dinosaur,0.004
1764,dog,35.016
1764,goat,11.268
1764,horse,155.536
1764,lobster,1.324
1764,penguin,0.232
1764,shrimp,0.23
1764,tuna,0.227
1764,zebra,0.093
1765,cat,16.585
1765,dinosaur,0.003
1765,dog,36.068
1765,goat,11.507
1765,horse,149.121
1765,lobster,1.417
1765,penguin,0.228
1765,shrimp,0.283
1765,tuna,0.204
1765,zebra,0.089
1766,cat,18.196
1766,dinosaur,0.002
1766,dog,37.578
1766,goat,11.961
1766,horse,146.369
1766,lobster,1.466
1766,penguin,0.258
1766,shrimp,0.35
1766,tuna,0.185
1766,zebra,0.095
1767,cat,19.167
1767,dinosaur,0.001
1767,dog,38.918
1767,goat,12.391
1767,horse,147.777
1767,lobster,1.492
1767,penguin,0.311
1767,shrimp,0.421
1767,tuna,0.175
1767,zebra,0.112
1768,cat,19.301
1768,dinosaur,0.001
1768,dog,39.687
1768,goat,12.651
1768,horse,153.119
1768,lobster,1.519
1768,penguin,0.372
1768,shrimp,0.482
1768,tuna,0.176
1768,zebra,0.142
1769,cat,18.793
1769,dinosaur,0.0
1769,dog,39.905
1769,goat,12.77
1769,horse,160.951
1769,lobster,1.537
1769,penguin,0.436
1769,shrimp,0.52
1769,tuna,0.187
1769,zebra,0.181
1770,cat,18.21
1770,dinosaur,0.0
1770,dog,40.037
1770,goat,12.925
1770,horse,167.704
1770,lobster,1.522
1770,penguin,0.507
1770,shrimp,0.524
1770,tuna,0.206
1770,zebra,0.226
1771,cat,18.073
1771,dinosaur,0.0
1771,dog,40.478
1771,goat,13.234
1771,horse,168.923
1771,lobster,1.476
1771,penguin,0.6
1771,shrimp,0.497
1771,tuna,0.224
1771,zebra,0.275
1772,cat,18.35
1772,dog,41.224
1772,goat,13.674
1772,horse,163.192
1772,lobster,1.438
1772,penguin,0.727
1772,shrimp,0.45
1772,tuna,0.231
1772,zebra,0.327
1773,cat,18.505
1773,dog,41.845
1773,goat,14.174
1773,horse,153.614
1773,lobster,1.442
1773,penguin,0.873
1773,shrimp,0.393
1773,tuna,0.223
1773,zebra,0.375
1774,cat,18.012
1774,dog,41.886
1774,goat,14.664
1774,horse,145.263
1774,lobster,1.481
1774,penguin,0.989
1774,shrimp,0.336
1774,tuna,0.209
1774,zebra,0.404
1775,cat,16.92
1775,dog,41.358
1775,goat,15.056
1775,horse,141.001
1775,lobster,1.512
1775,penguin,1.022
1775,shrimp,0.287
1775,tuna,0.203
1775,zebra,0.405
1776,cat,15.74
1776,dog,40.74
1776,goat,15.172
1776,horse,140.394
1776,lobster,1.5
1776,penguin,0.947
1776,shrimp,0.254
1776,tuna,0.211
1776,zebra,0.377
1777,cat,14.93
1777,dog,40.406
1777,goat,14.915
1777,horse,141.147
1777,lobster,1.45
1777,penguin,0.79
1777,shrimp,0.243
1777,tuna,0.232
1777,zebra,0.335
1778,cat,14.63
1778,dog,40.265
1778,goat,14.355
1778,horse,141.188
1778,lobster,1.396
1778,penguin,0.611
1778,shrimp,0.254
1778,tuna,0.26
1778,zebra,0.3
1779,cat,14.672
1779,dog,39.864
1779,goat,13.671
1779,horse,139.557
1779,lobster,1.361
1779,penguin,0.473
1779,shrimp,0.28
1779,tuna,0.285
1779,zebra,0.282
1780,cat,14.779
1780,dog,38.985
1780,goat,12.996
1780,horse,136.093
1780,lobster,1.337
1780,penguin,0.415
1780,shrimp,0.302
1780,tuna,0.293
1780,zebra,0.278
1781,cat,14.845
1781,dog,38.07
1781,goat,12.477
1781,horse,131.475
1781,lobster,1.318
1781,penguin,0.445
1781,shrimp,0.308
1781,tuna,0.276
1781,zebra,0.288
1782,cat,14.908
1782,dinosaur,0.0
1782,dog,37.914
1782,goat,12.298
1782,horse,126.839
1782,lobster,1.33
1782,penguin,0.541
1782,shrimp,0.302
1782,tuna,0.242
1782,zebra,0.318
1783,cat,15.097
1783,dinosaur,0.0
1783,dog,38.892
1783,goat,12.596
1783,horse,123.312
1783,lobster,1.413
1783,penguin,0.657
1783,shrimp,0.308
1783,tuna,0.21
1783,zebra,0.369
1784,cat,15.416
1784,dinosaur,0.002
1784,dog,40.57
1784,goat,13.23
1784,horse,121.692
1784,lobster,1.562
1784,penguin,0.74
1784,shrimp,0.342
1784,tuna,0.196
1784,zebra,0.424
1785,cat,15.667
1785,dinosaur,0.005
1785,dog,41.905
1785,goat,13.829
1785,horse,121.889
1785,lobster,1.711
1785,penguin,0.757
1785,shrimp,0.396
1785,tuna,0.214
1785,zebra,0.454
1786,cat,15.663
1786,dinosaur,0.012
1786,dog,42.247
1786,goat,14.175
1786,horse,123.061
1786,lobster,1.769
1786,penguin,0.714
1786,shrimp,0.447
1786,tuna,0.275
1786,zebra,0.447
1787,cat,15.45
1787,dinosaur,0.023
1787,dog,41.924
1787,goat,14.518
1787,horse,124.138
1787,lobster,1.705
1787,penguin,0.652
1787,shrimp,0.473
1787,tuna,0.367
1787,zebra,0.427
1788,cat,15.279
1788,dinosaur,0.034
1788,dog,41.865
1788,goat,15.276
1788,horse,125.078
1788,lobster,1.571
1788,penguin,0.612
1788,shrimp,0.466
1788,tuna,0.453
1788,zebra,0.432
1789,cat,15.393
1789,dinosaur,0.039
1789,dog,42.641
1789,goat,16.475
1789,horse,126.704
1789,lobster,1.465
1789,penguin,0.603
1789,shrimp,0.433
1789,tuna,0.479
1789,zebra,0.473
1790,cat,15.829
1790,dinosaur,0.035
1790,dog,43.938
1790,goat,17.521
1790,horse,129.97
1790,lobster,1.461
1790,penguin,0.602
1790,shrimp,0.384
1790,tuna,0.427
1790,zebra,0.525
1791,cat,16.369
1791,dinosaur,0.026
1791,dog,44.822
1791,goat,17.688
1791,horse,134.882
1791,lobster,1.548
1791,penguin,0.58
1791,shrimp,0.338
1791,tuna,0.327
1791,zebra,0.559
1792,cat,16.696
1792,dinosaur,0.016
1792,dog,44.623
1792,goat,16.779
1792,horse,140.391
1792,lobster,1.65
1792,penguin,0.533
1792,shrimp,0.312
1792,tuna,0.228
1792,zebra,0.57
1793,cat,16.66
1793,dinosaur,0.009
1793,dog,43.597
1793,goat,15.298
1793,horse,145.382
1793,lobster,1.686
1793,penguin,0.486
1793,shrimp,0.313
1793,tuna,0.164
1793,zebra,0.584
1794,cat,16.358
1794,dinosaur,0.005
1794,dog,42.681
1794,goat,13.97
1794,horse,149.395
1794,lobster,1.631
1794,penguin,0.473
1794,shrimp,0.335
1794,tuna,0.137
1794,zebra,0.63
1795,cat,16.037
1795,dinosaur,0.003
1795,dog,42.65
1795,goat,13.241
1795,horse,152.193
1795,lobster,1.52
1795,penguin,0.504
1795,shrimp,0.367
1795,tuna,0.136
1795,zebra,0.709
1796,cat,15.896
1796,dinosaur,0.002
1796,dog,43.541
1796,goat,13.131
1796,horse,153.725
1796,lobster,1.418
1796,penguin,0.563
1796,shrimp,0.399
1796,tuna,0.151
1796,zebra,0.79
1797,cat,15.978
1797,dinosaur,0.001
1797,dog,44.897
1797,goat,13.405
1797,horse,154.243
1797,lobster,1.378
1797,penguin,0.617
1797,shrimp,0.434
1797,tuna,0.171
1797,zebra,0.836
1798,cat,16.224
1798,dinosaur,0.001
1798,dog,46.396
1798,goat,13.824
1798,horse,154.959
1798,lobster,1.411
1798,penguin,0.644
1798,shrimp,0.48
1798,tuna,0.185
1798,zebra,0.836
1799,cat,16.488
1799,dinosaur,0.002
1799,dog,47.859
1799,goat,14.214
1799,horse,157.556
1799,lobster,1.488
1799,penguin,0.642
1799,shrimp,0.53
1799,tuna,0.19
1799,zebra,0.807
1800,cat,16.565
1800,dinosaur,0.002
1800,dog,48.929
1800,goat,14.477
1800,horse,162.599
1800,lobster,1.56
1800,penguin,0.622
1800,shrimp,0.561
1800,tuna,0.185
1800,zebra,0.769
1801,cat,16.343
1801,dinosaur,0.002
1801,dog,49.17
1801,goat,14.557
1801,horse,169.013
1801,lobster,1.589
1801,penguin,0.591
1801,shrimp,0.551
1801,tuna,0.172
1801,zebra,0.729
1802,cat,15.959
1802,dinosaur,0.002
1802,dog,48.607
1802,goat,14.47
1802,horse,174.924
1802,lobster,1.584
1802,penguin,0.556
1802,shrimp,0.51
1802,tuna,0.155
1802,zebra,0.691
1803,cat,15.695
1803,dinosaur,0.001
1803,dog,47.816
1803,goat,14.299
1803,horse,179.051
1803,lobster,1.584
1803,penguin,0.527
1803,shrimp,0.469
1803,tuna,0.14
1803,zebra,0.665
1804,cat,15.721
1804,dinosaur,0.001
1804,dog,47.376
1804,goat,14.132
1804,horse,181.193
1804,lobster,1.629
1804,penguin,0.511
1804,shrimp,0.455
1804,tuna,0.131
1804,zebra,0.661
1805,cat,15.949
1805,dinosaur,0.001
1805,dog,47.389
1805,goat,14.002
1805,horse,181.853
1805,lobster,1.723
1805,penguin,0.507
1805,shrimp,0.464
1805,tuna,0.128
1805,zebra,0.664
1806,cat,16.138
1806,dinosaur,0.001
1806,dog,47.488
1806,goat,13.903
1806,horse,181.354
1806,lobster,1.829
1806,penguin,0.504
1806,shrimp,0.48
1806,tuna,0.13
1806,zebra,0.643
1807,cat,16.093
1807,dinosaur,0.001
1807,dog,47.172
1807,goat,13.808
1807,horse,179.686
1807,lobster,1.9
1807,penguin,0.492
1807,shrimp,0.489
1807,tuna,0.135
1807,zebra,0.579
1808,cat,15.757
1808,dinosaur,0.001
1808,dog,46.116
1808,goat,13.7
1808,horse,176.811
1808,lobster,1.903
1808,penguin,0.47
1808,shrimp,0.491
1808,tuna,0.142
1808,zebra,0.486
1809,cat,15.192
1809,dinosaur,0.0
1809,dog,44.352
1809,goat,13.556
1809,horse,173.081
1809,lobster,1.841
1809,penguin,0.451
1809,shrimp,0.49
1809,tuna,0.152
1809,zebra,0.397
1810,cat,14.526
1810,dinosaur,0.0
1810,dog,42.185
1810,goat,13.363
1810,horse,169.31
1810,lobster,1.74
1810,penguin,0.451
1810,shrimp,0.486
1810,tuna,0.164
1810,zebra,0.334
1811,cat,13.913
1811,dinosaur,0.0
1811,dog,40.063
1811,goat,13.146
1811,horse,166.264
1811,lobster,1.638
1811,penguin,0.491
1811,shrimp,0.479
1811,tuna,0.172
1811,zebra,0.3
1812,cat,13.46
1812,dinosaur,0.0
1812,dog,38.324
1812,goat,12.979
1812,horse,164.279
1812,lobster,1.562
1812,penguin,0.58
1812,shrimp,0.467
1812,tuna,0.172
1812,zebra,0.285
1813,cat,13.201
1813,dinosaur,0.0
1813,dog,37.203
1813,goat,12.909
1813,horse,163.155
1813,lobster,1.514
1813,penguin,0.697
1813,shrimp,0.454
1813,tuna,0.167
1813,zebra,0.277
1814,cat,13.085
1814,dinosaur,0.001
1814,dog,36.859
1814,goat,12.932
1814,horse,162.155
1814,lobster,1.483
1814,penguin,0.797
1814,shrimp,0.445
1814,tuna,0.165
1814,zebra,0.275
1815,cat,13.05
1815,dinosaur,0.001
1815,dog,37.37
1815,goat,13.015
1815,horse,160.773
1815,lobster,1.463
1815,penguin,0.835
1815,shrimp,0.444
1815,tuna,0.169
1815,zebra,0.278
1816,cat,13.062
1816,dinosaur,0.002
1816,dog,38.597
1816,goat,13.164
1816,horse,159.226
1816,lobster,1.46
1816,penguin,0.795
1816,shrimp,0.454
1816,tuna,0.178
1816,zebra,0.29
1817,cat,13.14
1817,dinosaur,0.002
1817,dog,40.196
1817,goat,13.399
1817,horse,158.567
1817,lobster,1.476
1817,penguin,0.704
1817,shrimp,0.474
1817,tuna,0.182
1817,zebra,0.306
1818,cat,13.323
1818,dinosaur,0.002
1818,dog,41.76
1818,goat,13.697
1818,horse,159.672
1818,lobster,1.501
1818,penguin,0.607
1818,shrimp,0.496
1818,tuna,0.175
1818,zebra,0.32
1819,cat,13.624
1819,dinosaur,0.001
1819,dog,43.075
1819,goat,13.981
1819,horse,162.36
1819,lobster,1.526
1819,penguin,0.54
1819,shrimp,0.512
1819,tuna,0.161
1819,zebra,0.331
1820,cat,13.993
1820,dinosaur,0.001
1820,dog,44.211
1820,goat,14.179
1820,horse,165.393
1820,lobster,1.553
1820,penguin,0.51
1820,shrimp,0.521
1820,tuna,0.148
1820,zebra,0.343
1821,cat,14.343
1821,dinosaur,0.0
1821,dog,45.347
1821,goat,14.251
1821,horse,167.673
1821,lobster,1.593
1821,penguin,0.509
1821,shrimp,0.529
1821,tuna,0.14
1821,zebra,0.361
1822,cat,14.584
1822,dinosaur,0.0
1822,dog,46.48
1822,goat,14.161
1822,horse,168.906
1822,lobster,1.643
1822,penguin,0.522
1822,shrimp,0.541
1822,tuna,0.14
1822,zebra,0.381
1823,cat,14.712
1823,dinosaur,0.001
1823,dog,47.378
1823,goat,13.893
1823,horse,169.601
1823,lobster,1.682
1823,penguin,0.538
1823,shrimp,0.556
1823,tuna,0.144
1823,zebra,0.4
1824,cat,14.762
1824,dinosaur,0.001
1824,dog,47.724
1824,goat,13.485
1824,horse,170.393
1824,lobster,1.687
1824,penguin,0.542
1824,shrimp,0.564
1824,tuna,0.149
1824,zebra,0.417
1825,cat,14.794
1825,dinosaur,0.001
1825,dog,47.486
1825,goat,13.053
1825,horse,171.62
1825,lobster,1.657
1825,penguin,0.531
1825,shrimp,0.563
1825,tuna,0.153
1825,zebra,0.439
1826,cat,14.822
1826,dinosaur,0.001
1826,dog,46.952
1826,goat,12.707
1826,horse,173.029
1826,lobster,1.613
1826,penguin,0.513
1826,shrimp,0.559
1826,tuna,0.156
1826,zebra,0.467
1827,cat,14.86
1827,dinosaur,0.001
1827,dog,46.588
1827,goat,12.483
1827,horse,174.14
1827,lobster,1.572
1827,penguin,0.505
1827,shrimp,0.562
1827,tuna,0.157
1827,zebra,0.494
1828,cat,14.892
1828,dinosaur,0.001
1828,dog,46.602
1828,goat,12.326
1828,horse,174.468
1828,lobster,1.541
1828,penguin,0.514
1828,shrimp,0.574
1828,tuna,0.157
1828,zebra,0.513
1829,cat,14.884
1829,dinosaur,0.001
1829,dog,46.842
1829,goat,12.157
1829,horse,173.835
1829,lobster,1.517
1829,penguin,0.53
1829,shrimp,0.595
1829,tuna,0.155
1829,zebra,0.521
1830,cat,14.797
1830,dinosaur,0.001
1830,dog,46.99
1830,goat,11.967
1830,horse,172.432
1830,lobster,1.506
1830,penguin,0.539
1830,shrimp,0.618
1830,tuna,0.152
1830,zebra,0.517
1831,cat,14.663
1831,dinosaur,0.001
1831,dog,46.984
1831,goat,11.826
1831,horse,170.913
1831,lobster,1.526
1831,penguin,0.537
1831,shrimp,0.639
1831,tuna,0.148
1831,zebra,0.503
1832,cat,14.583
1832,dinosaur,0.002
1832,dog,47.019
1832,goat,11.804
1832,horse,169.932
1832,lobster,1.596
1832,penguin,0.536
1832,shrimp,0.655
1832,tuna,0.143
1832,zebra,0.483
1833,cat,14.623
1833,dinosaur,0.003
1833,dog,47.197
1833,goat,11.897
1833,horse,169.629
1833,lobster,1.714
1833,penguin,0.545
1833,shrimp,0.663
1833,tuna,0.138
1833,zebra,0.466
1834,cat,14.719
1834,dinosaur,0.003
1834,dog,47.288
1834,goat,12.003
1834,horse,169.417
1834,lobster,1.845
1834,penguin,0.561
1834,shrimp,0.664
